id,user_id,anime_id,rating,watching_status,watched_episodes
305,2,4600,0,6,0
306,2,31101,0,6,0
307,2,4358,0,6,0
308,2,39068,0,6,0
309,2,10697,0,6,0
310,2,2251,0,6,0
311,2,32667,0,6,0
312,2,5081,0,6,0
313,2,34443,0,6,0
314,2,36225,0,6,0
315,2,24641,0,6,0
316,2,2871,0,6,0
317,2,972,0,6,0
318,2,2873,0,6,0
319,2,5347,0,6,0
320,2,1401,0,6,0
321,2,13223,0,6,0
322,2,889,0,6,0
323,2,10694,0,6,0
324,2,2413,0,6,0
325,2,36456,0,6,0
326,2,38408,0,6,0
327,2,36896,0,6,0
328,2,39565,0,6,0
329,2,42603,0,6,0
330,2,40472,0,6,0
331,2,38252,0,6,0
332,2,25667,0,6,0
333,2,5464,0,6,0
334,2,12293,0,6,0
335,2,37089,0,6,0
336,2,6558,0,6,0
337,2,17543,0,6,0
338,2,2352,0,6,0
339,2,37699,0,6,0
340,2,2025,0,6,0
341,2,14353,0,6,0
342,2,34497,0,6,0
343,2,21001,0,6,0
344,2,35120,0,6,0
345,2,18689,0,6,0
346,2,2432,0,6,0
347,2,7456,0,6,0
348,2,3324,0,6,0
349,2,37405,0,6,0
350,2,20377,0,6,0
351,2,37520,0,6,0
352,2,38691,0,6,0
353,2,30694,0,6,0
354,2,31339,0,6,0
355,2,31886,0,6,0
356,2,38038,0,6,0
357,2,37088,0,6,0
358,2,33393,0,6,0
359,2,790,0,6,0
360,2,39365,0,6,0
361,2,31788,0,6,0
362,2,10779,0,6,0
363,2,6702,0,6,0
364,2,22043,0,6,0
365,2,35972,0,6,0
366,2,2134,0,6,0
367,2,10087,0,6,0
368,2,11741,0,6,0
369,2,7053,0,6,0
370,2,16638,0,6,0
371,2,33231,0,6,0
372,2,21829,0,6,0
373,2,12957,0,6,0
374,2,2136,0,6,0
375,2,73,0,6,0
376,2,5114,0,6,0
377,2,36876,0,6,0
378,2,23033,0,6,0
379,2,24987,0,6,0
380,2,21521,0,6,0
381,2,30583,0,6,0
382,2,28779,0,6,0
383,2,30243,0,6,0
384,2,25183,0,6,0
385,2,239,0,6,0
386,2,17491,0,6,0
387,2,29261,0,6,0
388,2,918,0,6,0
389,2,9969,0,6,0
390,2,17729,0,6,0
391,2,3002,0,6,0
392,2,31859,0,6,0
393,2,20583,0,6,0
394,2,28891,0,6,0
395,2,32935,0,6,0
396,2,40262,0,6,0
397,2,38883,0,6,0
398,2,40776,0,6,0
399,2,264,0,6,1
400,2,265,0,6,0
401,2,19647,0,6,0
402,2,34403,0,6,0
403,2,21855,0,6,0
404,2,14991,0,6,0
405,2,5097,0,6,0
406,2,2798,0,6,0
407,2,777,0,6,0
408,2,11077,0,6,0
409,2,5651,0,6,0
410,2,9322,0,6,0
411,2,5630,0,6,0
412,2,11617,0,6,0
413,2,934,0,6,0
414,2,5211,0,6,0
415,2,33421,0,6,0
416,2,6337,0,6,0
417,2,36051,0,6,0
418,2,31518,0,6,0
419,2,35512,0,6,0
420,2,29807,0,6,0
421,2,37474,0,6,0
422,2,14659,0,6,0
423,2,13271,0,6,0
424,2,19951,0,6,0
425,2,24273,0,6,0
426,2,36121,0,6,0
427,2,29703,0,6,0
428,2,35936,0,6,0
429,2,10668,0,6,0
430,2,19051,0,6,0
431,2,37360,0,6,0
432,2,33769,0,6,0
433,2,2943,0,6,0
434,2,40010,0,6,0
435,2,7730,0,6,0
436,2,22429,0,6,0
437,2,23479,0,6,0
438,2,33322,0,6,0
439,2,10457,0,6,0
440,2,37224,0,6,0
441,2,37991,0,6,0
442,2,18691,0,6,0
443,2,37281,0,6,0
444,2,40748,0,6,0
445,2,19569,0,6,0
446,2,17745,0,6,0
447,2,6465,0,6,0
448,2,30460,0,6,0
449,2,7411,0,6,0
450,2,40839,0,6,0
451,2,3503,0,6,0
452,2,4760,0,6,0
453,2,6791,0,6,0
454,2,7875,0,6,0
455,2,7712,0,6,0
456,2,9309,0,6,0
457,2,12961,0,6,0
458,2,38031,0,6,0
459,2,20959,0,6,0
460,2,6986,0,6,0
461,2,2868,0,6,0
462,2,29916,0,6,0
463,2,32686,0,6,0
464,2,36903,0,6,0
465,2,18679,0,6,0
466,2,35931,0,6,0
467,2,38000,0,6,0
468,2,40456,0,6,0
469,2,38330,0,6,0
470,2,10460,0,6,0
471,2,37771,0,6,0
472,2,3350,0,6,0
473,2,33191,0,6,0
474,2,9260,0,6,0
475,2,31757,0,6,0
476,2,31758,0,6,0
477,2,20801,0,6,0
478,2,4304,0,6,0
479,2,2403,0,6,0
480,2,3121,0,6,0
481,2,4786,0,6,0
482,2,4195,0,6,0
483,2,15843,0,6,0
484,2,18655,0,6,0
485,2,30831,0,6,0
486,2,8841,0,6,0
487,2,14543,0,6,0
488,2,2841,0,6,0
489,2,11827,0,6,0
490,2,36052,0,6,0
491,2,36689,0,6,0
492,2,13221,0,6,0
493,2,22543,0,6,0
494,2,24911,0,6,0
495,2,9588,0,6,0
496,2,10325,0,6,0
497,2,8111,0,6,0
498,2,37939,0,6,0
499,2,11969,0,6,0
500,0,43756,7,1,12
501,0,269,7,1,366
502,0,51680,7,1,24
503,0,40748,8,1,24
504,0,40908,7,1,12
505,0,21603,7,1,12
506,0,42205,6,1,52
507,0,44074,8,1,11
508,0,40028,8,1,16
509,0,46471,6,1,12
510,0,48580,7,1,12
511,0,42481,7,2,19
512,0,12291,7,2,12
513,0,47,8,2,1
514,0,24833,8,2,22
515,0,30654,8,2,25
516,0,28405,7,2,1
517,0,19759,7,2,1
518,0,32863,7,2,8
519,0,38753,7,2,12
520,0,40128,7,2,12
521,0,37171,8,2,12
522,0,34636,8,2,24
523,0,31964,7,2,13
524,0,33486,8,2,25
525,0,36456,8,2,25
526,0,38408,7,2,25
527,0,36896,7,2,1
528,0,31478,7,2,12
529,0,32867,8,2,12
530,0,38003,8,2,12
531,0,34944,7,2,1
532,0,38390,6,2,11
533,0,40465,6,2,1
534,0,35849,7,2,24
535,0,38656,7,2,11
536,0,17513,5,2,12
537,0,29974,5,2,12
538,0,36493,6,2,1
539,0,18507,7,2,12
540,0,36704,7,2,12
541,0,38027,7,2,1
542,0,22265,7,2,13
543,0,26213,7,2,1
544,0,33845,7,2,1
545,0,35191,7,2,1
546,0,39014,7,2,1
547,0,35198,7,2,1
548,0,19671,7,2,7
549,0,41120,7,2,11
550,0,35222,7,2,12
551,0,17729,7,2,13
552,0,29093,7,2,1
553,0,29095,7,2,10
554,0,20583,8,2,25
555,0,32935,8,2,10
556,0,25303,7,2,1
557,0,29755,7,2,1
558,0,40262,7,2,2
559,0,28891,8,2,25
560,0,38883,8,2,13
561,0,40776,8,2,12
562,0,38816,7,2,1
563,0,30415,7,2,1
564,0,39468,8,2,14
565,0,40815,8,2,12
566,0,578,8,2,1
567,0,10408,8,2,1
568,0,40230,7,2,12
569,0,431,8,2,1
570,0,11061,9,2,148
571,0,12189,8,2,22
572,0,41918,7,2,15
573,0,14467,7,2,13
574,0,37999,8,2,12
575,0,38000,8,2,26
576,0,40456,8,2,1
577,0,32281,8,2,1
578,0,38594,7,2,1
579,0,22535,8,2,24
580,0,28851,8,2,1
581,0,31952,7,2,12
582,0,416,7,2,1
583,0,11771,8,2,25
584,0,16894,8,2,25
585,0,22673,7,2,9
586,0,24415,8,2,25
587,0,30311,7,2,9
588,0,31658,8,2,1
589,0,15487,7,2,9
590,0,19669,7,2,1
591,0,22125,7,2,1
592,0,29583,7,2,1
593,0,17259,7,2,1
594,0,34784,7,2,1
595,0,31051,8,2,1
596,0,16916,7,2,1
597,0,32949,7,2,12
598,0,18153,7,2,12
599,0,35062,8,2,24
600,0,40571,7,2,12
601,0,38778,6,2,12
602,0,30924,6,2,5
603,0,10620,7,2,26
604,0,37926,6,2,12
605,0,19815,8,2,12
606,0,20507,7,2,12
607,0,30503,8,2,13
608,0,31490,7,2,1
609,0,38234,8,2,1
610,0,853,8,2,26
611,0,50185,7,2,12
612,0,33255,8,2,120
613,0,32542,7,2,12
614,0,33524,6,2,1
615,0,199,8,2,1
616,0,38787,7,2,12
617,0,31229,6,2,12
618,0,36803,7,2,1
619,0,33994,6,2,4
620,0,34240,8,2,1
621,0,21843,7,2,12
622,0,30736,7,2,24
623,0,16498,8,2,25
624,0,25777,8,2,12
625,0,35760,8,2,12
626,0,38524,9,2,10
627,0,42923,8,2,12
628,0,21647,7,2,1
629,0,16417,7,2,12
630,0,37430,8,2,24
631,0,39607,6,2,1
632,0,523,8,2,1
633,0,34902,7,2,12
634,0,39324,7,2,12
635,0,33352,8,2,13
636,0,37987,8,2,1
637,0,32899,6,2,12
638,0,35507,7,2,12
639,0,6702,7,3,175
640,0,39463,7,3,13
641,0,34934,6,3,12
642,0,32182,8,3,12
643,0,39535,8,3,11
644,0,34612,8,3,24
645,0,41094,7,3,15
646,0,37779,8,3,12
647,0,32998,7,6,12
648,0,40272,7,6,12
649,0,38670,6,6,12
650,0,39790,7,6,12
651,0,34881,6,6,12
652,0,30123,7,6,12
653,0,36864,6,6,25
654,0,41433,7,6,12
655,0,49979,7,6,12
656,0,32828,7,6,12
657,0,37320,5,6,13
658,0,9989,8,6,11
659,0,9919,7,6,25
660,0,36882,6,6,13
661,0,50205,7,6,8
662,0,28249,7,6,25
663,0,38740,7,6,1
664,0,22789,8,6,12
665,0,40752,7,6,12
666,0,49596,8,6,24
667,0,31043,8,6,12
668,0,49834,0,6,1
669,0,41587,7,6,25
670,0,49918,8,6,25
671,0,40934,6,6,13
672,0,232,8,6,70
673,0,37435,7,6,24
674,0,44511,8,6,12
675,0,39523,6,6,12
676,0,14741,7,6,12
677,0,28223,8,6,12
678,0,35120,7,6,10
679,0,50139,0,6,0
680,0,48542,7,6,12
681,0,40454,7,6,12
682,0,6746,8,6,24
683,0,34771,4,6,12
684,0,790,7,6,23
685,0,51293,6,6,24
686,0,38400,7,6,1
687,0,2890,7,6,1
688,0,25183,7,6,12
689,0,40074,3,6,12
690,0,39533,8,6,11
691,0,25907,6,6,1
692,0,16528,7,6,1
693,0,15809,7,6,13
694,0,2026,7,6,52
695,0,27989,8,6,13
696,0,36296,8,6,12
697,0,42429,8,6,10
698,0,42897,8,6,13
699,0,9760,7,6,1
700,0,33899,7,6,17
701,0,40842,7,6,12
702,0,35413,7,6,12
703,0,11013,7,6,12
704,0,249,7,6,167
705,0,37497,7,6,13
706,0,36220,7,6,6
707,0,38619,7,6,12
708,0,38777,7,6,3
709,0,40591,8,6,12
710,0,21563,7,6,12
711,0,39198,8,6,12
712,0,16035,7,6,13
713,0,33018,6,6,13
714,0,24439,7,6,12
715,0,40595,6,6,12
716,0,49835,0,6,1
717,0,37475,7,6,12
718,0,31798,7,6,12
719,0,11887,7,6,13
720,0,28725,7,6,1
721,0,38080,7,6,13
722,0,35241,7,6,12
723,0,50590,7,6,13
724,0,25015,7,6,1
725,0,28675,8,6,1
726,0,39675,7,6,6
727,0,33443,7,6,28
728,0,40211,8,6,1
729,0,33299,7,6,13
730,0,20785,7,6,26
731,0,52955,0,6,0
732,0,32902,8,6,3
733,0,39196,7,6,23
734,0,627,8,6,26
735,0,33487,6,6,12
736,0,10721,7,6,24
737,0,37208,8,6,15
738,0,37510,8,6,13
739,0,30014,7,6,26
740,0,15315,7,6,10
741,0,164,8,6,1
742,0,17505,7,6,26
743,0,50923,6,6,12
744,0,34580,6,6,12
745,0,4081,8,6,13
746,0,32983,8,6,11
747,0,34591,8,6,11
748,0,10379,8,6,13
749,0,11665,8,6,13
750,0,20651,8,6,1
751,0,14293,6,6,1
752,0,31414,7,6,24
753,0,7592,7,6,24
754,0,53300,0,6,0
755,0,39753,7,6,1
756,0,21557,8,6,1
757,0,32729,7,6,13
758,0,28297,7,6,24
759,0,50739,0,6,0
760,0,34262,7,6,12
761,0,1943,8,6,1
762,0,51956,0,6,0
763,0,31559,6,6,12
764,0,13601,8,6,22
765,0,33926,7,6,12
766,0,38992,7,6,12
767,0,23277,7,6,12
768,0,38249,8,6,1
769,0,35994,6,6,16
770,0,35851,8,6,1
771,0,37450,8,6,13
772,0,18119,7,6,13
773,0,154,7,6,64
774,0,29786,7,6,12
775,0,13125,8,6,25
776,0,28171,8,6,24
777,0,33095,8,6,12
778,0,43434,0,6,1
779,0,39569,7,6,1
780,0,35839,8,6,13
781,0,3588,7,6,51
782,0,35847,7,6,12
783,0,50594,8,6,1
784,0,36470,7,6,13
785,0,32093,7,6,12
786,0,38826,8,6,1
787,0,45649,7,6,1
788,0,40730,8,6,11
789,0,34009,6,6,12
790,0,41132,7,6,1
791,0,16011,7,6,24
792,0,4224,8,6,25
793,0,33037,6,6,13
794,0,37521,8,6,24
795,0,40267,5,6,3
796,0,46118,5,6,12
797,0,43299,7,6,12
798,0,6956,7,6,13
799,0,24405,7,6,73
800,1,5081,8,1,15
801,1,41587,7,1,25
802,1,41025,8,1,20
803,1,20899,8,1,24
804,1,30307,6,1,12
805,1,9989,8,2,11
806,1,31043,8,2,12
807,1,31964,7,2,13
808,1,33486,8,2,25
809,1,36456,8,2,25
810,1,38408,7,2,25
811,1,36896,7,2,1
812,1,39565,8,2,1
813,1,35459,7,2,1
814,1,1689,7,2,3
815,1,11843,8,2,12
816,1,1535,8,2,37
817,1,28223,8,2,12
818,1,37982,6,2,12
819,1,37520,8,2,24
820,1,813,8,2,291
821,1,28121,7,2,13
822,1,37347,7,2,12
823,1,40453,6,2,1
824,1,40454,7,2,12
825,1,41120,7,2,11
826,1,5114,9,2,64
827,1,37105,8,2,12
828,1,40052,8,2,23
829,1,20583,8,2,25
830,1,32935,8,2,10
831,1,28891,8,2,25
832,1,38883,8,2,13
833,1,40776,8,2,12
834,1,11617,7,2,12
835,1,24703,7,2,12
836,1,34281,7,2,12
837,1,15451,7,2,12
838,1,28825,7,2,12
839,1,35376,7,2,12
840,1,42897,8,2,13
841,1,578,8,2,1
842,1,40046,7,2,13
843,1,14719,7,2,26
844,1,40748,8,2,24
845,1,37999,8,2,12
846,1,40591,8,2,12
847,1,40750,6,2,12
848,1,40221,7,2,13
849,1,40839,7,2,12
850,1,38000,8,2,26
851,1,32281,8,2,1
852,1,36098,8,2,1
853,1,22535,8,2,24
854,1,5042,6,2,12
855,1,28851,8,2,1
856,1,28725,7,2,1
857,1,15227,8,2,1
858,1,16782,7,2,1
859,1,28623,7,2,12
860,1,32182,8,2,12
861,1,37510,8,2,13
862,1,19,8,2,74
863,1,30276,8,2,12
864,1,34134,7,2,12
865,1,39652,6,2,1
866,1,39705,7,2,6
867,1,31772,7,2,6
868,1,31704,7,2,1
869,1,12355,8,2,1
870,1,28297,7,2,24
871,1,23285,6,2,1
872,1,437,8,2,1
873,1,22135,8,2,11
874,1,30240,7,2,12
875,1,32485,7,2,1
876,1,6114,8,2,26
877,1,31240,8,2,25
878,1,6675,8,2,1
879,1,32542,7,2,12
880,1,199,8,2,1
881,1,34240,8,2,1
882,1,23273,8,2,22
883,1,29786,7,2,12
884,1,16498,8,2,25
885,1,18397,7,2,3
886,1,25777,8,2,12
887,1,35760,8,2,12
888,1,38524,9,2,10
889,1,42091,7,2,1
890,1,25781,8,2,2
891,1,36106,7,2,3
892,1,40028,8,2,16
893,1,28171,8,2,24
894,1,40902,7,2,13
895,1,32282,8,2,13
896,1,35788,8,2,12
897,1,36949,7,2,12
898,1,39940,7,2,12
899,1,9253,9,2,24
900,1,35790,8,2,25
901,1,38826,8,2,1
902,1,41353,7,2,13
903,1,22319,7,2,12
904,1,27899,7,2,12
905,1,36511,6,2,12
906,1,37799,6,2,12
907,1,37521,8,2,24
908,1,37779,8,2,12
909,1,23283,8,2,11
910,1,1575,8,3,25
911,1,918,8,3,201
912,1,39463,7,3,13
913,1,9756,8,3,12
914,1,20,7,3,220
915,1,21,8,3,0
916,1,23277,7,3,12
917,1,43299,7,3,12
918,1,41006,7,4,24
919,1,41103,7,4,12
920,1,42395,7,4,12
921,1,41389,7,4,12
922,1,39617,5,4,11
923,1,31646,8,6,22
924,1,38101,7,6,12
925,1,32998,7,6,12
926,1,39790,7,6,12
927,1,101,7,6,12
928,1,31580,7,6,13
929,1,6547,8,6,13
930,1,24833,8,6,22
931,1,9919,7,6,25
932,1,7193,7,6,12
933,1,7817,6,6,12
934,1,36649,8,6,24
935,1,39195,7,6,12
936,1,57,8,6,26
937,1,34618,7,6,12
938,1,31478,7,6,12
939,1,44511,8,6,12
940,1,28999,7,6,13
941,1,14741,7,6,12
942,1,2167,8,6,23
943,1,1,8,6,26
944,1,35849,7,6,24
945,1,38656,7,6,11
946,1,35120,7,6,10
947,1,38691,8,6,24
948,1,226,7,6,13
949,1,38671,7,6,24
950,1,790,7,6,23
951,1,32901,6,6,12
952,1,227,8,6,6
953,1,38680,8,6,25
954,1,34280,6,6,12
955,1,239,8,6,24
956,1,820,9,6,110
957,1,37349,7,6,12
958,1,43692,7,6,5
959,1,36028,7,6,12
960,1,245,8,6,43
961,1,34403,6,6,10
962,1,40938,7,6,13
963,1,11061,9,6,148
964,1,12189,8,6,22
965,1,42361,7,6,12
966,1,34542,7,6,11
967,1,40010,7,6,12
968,1,48561,8,6,1
969,1,35639,7,6,12
970,1,7791,8,6,26
971,1,43608,9,6,13
972,1,42963,6,6,12
973,1,35860,7,6,12
974,1,40456,8,6,1
975,1,1379,7,6,1
976,1,33206,7,6,13
977,1,34934,6,6,12
978,1,30831,8,6,10
979,1,32949,7,6,12
980,1,1887,7,6,24
981,1,34599,8,6,13
982,1,33487,6,6,12
983,1,36563,7,6,13
984,1,10620,7,6,26
985,1,38935,6,6,12
986,1,164,8,6,1
987,1,457,8,6,26
988,1,30,8,6,26
989,1,10165,8,6,26
990,1,19815,8,6,12
991,1,20507,7,6,12
992,1,32729,7,6,13
993,1,8769,6,6,12
994,1,29803,7,6,13
995,1,26243,7,6,12
996,1,8795,7,6,13
997,1,44961,6,6,24
998,1,30296,7,6,12
999,1,30015,7,6,13
1000,1,33255,8,6,120
1001,1,37450,8,6,13
1002,1,8675,7,6,13
1003,1,339,8,6,13
1004,1,48583,8,6,12
1005,1,13125,8,6,25
1006,1,28735,8,6,13
1007,1,44942,6,6,12
1008,1,11757,7,6,25
1009,1,40356,6,6,13
1010,1,37430,8,6,24
1011,1,4224,8,6,25
1012,1,34822,8,6,12
1013,1,34902,7,6,12
1014,1,1293,7,6,195
1015,1,40333,0,6,4
1016,1,33352,8,6,13
1017,1,14813,8,6,13
1018,1,39710,6,6,12
1019,1,7785,8,6,11
1020,1,32615,7,6,12
1021,1,35507,7,6,12
1022,1,32995,7,6,12
1023,3,38753,7,1,12
1024,3,36456,8,1,25
1025,3,38691,8,1,24
1026,3,39026,7,1,12
1027,3,38671,7,1,24
1028,3,15809,7,1,13
1029,3,40010,7,1,12
1030,3,14719,7,1,26
1031,3,30,8,1,26
1032,3,38610,6,1,12
1033,3,24833,8,2,22
1034,3,34443,7,2,26
1035,3,31964,7,2,13
1036,3,33486,8,2,25
1037,3,14741,7,2,12
1038,3,35756,7,2,12
1039,3,28223,8,2,12
1040,3,226,7,2,13
1041,3,5114,9,2,64
1042,3,37349,7,2,12
1043,3,11061,9,2,148
1044,3,37999,8,2,12
1045,3,39198,8,2,12
1046,3,38000,8,2,26
1047,3,32281,8,2,1
1048,3,33206,7,2,13
1049,3,30831,8,2,10
1050,3,32182,8,2,12
1051,3,37510,8,2,13
1052,3,23755,7,2,24
1053,3,19815,8,2,12
1054,3,30276,8,2,12
1055,3,30240,7,2,12
1056,3,37450,8,2,13
1057,3,37993,7,2,12
1058,3,19647,8,3,25
1059,3,37614,7,3,12
1060,3,18679,8,3,24
1061,3,323,7,3,13
1062,3,38759,7,3,12
1063,3,29786,7,3,12
1064,3,38101,7,6,12
1065,3,22199,7,6,24
1066,3,6547,8,6,13
1067,3,9989,8,6,11
1068,3,11111,7,6,12
1069,3,38328,6,6,12
1070,3,32379,6,6,12
1071,3,34618,7,6,12
1072,3,14967,7,6,12
1073,3,28999,7,6,13
1074,3,4181,8,6,24
1075,3,1575,8,6,25
